,0
824,와 진짜 중국은 지도에서 사라져야 할 국가네 항상 민폐
825,역시 ~~~ 바이든
826,"시진핑의 개노릇하던 박근혜 생각나네

부산 여성 가슴  성추행 ▓국민의힘 김대군

동생부인 성폭행▓국민의힘 김형태

20대 여성 성추행█국민의힘 박희태

여성 가슴더듬 성추행█국민의힘 최연희

여직원 엉덩이 더듬 █국민의힘 윤창중

여기자 허벅지 주물 성추행█국민의힘 김무성

여학생 강간미수 ▓국민의힘 정석래

대구여성  강제 성폭행 ▓국민의힘 심학봉 

미성년자  강간 의혹 █국민의힘 태영호

50대여성 성추행█국민의힘 서장원

여직원  성추행█국민의힘 박계동

여성 성접대 사건 ▓국민의힘 정인봉"
827,문통의 중국 눈치 보기가 또 어떻게 반응 할런지...
828,일인당으로 내지말고 국가별로 배출량을내서 순위를메겨야제 나만잘하면 해결되는문제도아니고 인당같은소리하네
829,"머든
1등을조아하는나라쟎여......."
830,1위는 부동의 중국 임을 왜 모르는가
831,ㅋㅋ태양광  풍력 깐다고 난리 뭐어짜라는건데 매스컴 진짜 문제여 해결책좀 내놔바라
832,"이산화탄소 배출량을 줄여야 하는 것은 맞지만, 우리나라 경제규모가 세계 10위권이니 인구가 적은 것을 감안할 때 1인당 이산화탄소 배출량이 많은 점도 있습니다. 이산화탄소 배출은 개인이 아니라 산업계에서 많이 나옵니다. 우리나라에서 이산화탄소 배출량이 가장 많은 곳은 포항제철입니다."
833,지금부터라도  준비를 해야 됨
834,"이런거는 세계 각 나라와  맞춰가야하지않을까??

잘난척하다  뒤통수맞는꼴 당히지말공

국민들의 삶과 경제에미치는 연관되는영향도
살펴보며.....
아참. 
이번정부는 환경운동권에의해 탄생했던가??"
835,"부정적이고 자극적이고 폐륜적인 기사들을 보면
재주가 좋은 것 같다는 생각이 듭니다."
836,자살율도 1위인데 한국은 뭐든 잘하네요 짝짝짝
837,전쟁일으킨너내야
838,"서로  모르는 아픔이  있으니  눈물  ~~뚝 욕하지
말고 그렇지요"
839,그래도 중국인 귀하보다 낫다
840,너네랑 우리랑은 적대관계야? 받아주는것만해도 감사해야되는거아니냐?
841,진짜 정권도 댓글 쓰는 국민들도.... 그래 못되게 살고 잘될거같냐 양심도 최소한의 인간성도 없는것들
842,전라도넘들이 북한이념이 싫어서 온 탈북민들 욕하네…. 지들은 남들 뒷통수나 치고 다니는주제에 누가 누굴 욕하나.. 어딜가나 불화나 일으키는 전라도인들 증말 싫다
843,"탈북자들은 100% 복지혜택 해주는 나라다 이나라 국민들은 국방의무
세금의무 다하고도 복지혜택 받기 힘들고 젊은 사람들은 더힘들다
한국이 싫으면 왜오냐 조용히 살아라 우리나라 국민들도 비참하다"
844,"우리도 살기힘들다
정착금에 주택 까지 놀고 먹고 일하면
보조금 안주니 매일놀고 돈받고
에라  조국을배신하고  맘이편하입까"
845,마스크쓰고 살기 2년째                             빨리 세상 떠나고 싶다
846,하루빨리 좋은 소식있길 바랍니다
847,"탈북인 반기지 않는 정권.
북괴가 좋으면 거기가서 정권잡지그래."
848,지원하는척하고  니네 다 해쳐드신거 아녀?
849,"북으로가라
국짐당으로가던가"
850,오는 탈북자도 북송 시키면서 또또 감성팔이 쑈한다  문벌구 ㅉㅉ
851,서울에  떨어질거라던 기사나와라 인도양에떨어졌다
852,"부산 여성 가슴  성추행 ▓국민의힘 김대군

대구여성  강제 성폭행 ▓국민의힘 심학봉 

미성년자  강간 의혹 █국민의힘 태영호

여학생 강간미수 ▓국민의힘 정석래

동생부인 성폭행▓국민의힘 김형태

50대여성 성추행█국민의힘 서장원

여성 성접대 사건 ▓국민의힘 정인봉

여기자 허벅지 주물 성추행█국민의힘 김무성

여직원 엉덩이 더듬 █국민의힘 윤창중

20대 여성 성추행█국민의힘 박희태

여직원  성추행█국민의힘 박계동

동아일보 여성 가슴더듬 성추행█국민의힘 최연희"
853,더 많이 한 미국이 책임감을 더 많이 팔요하겠네
854,중궈한테 뭘 바라겠나
855,"저거 인도 인구밀집 지역 같은곳에 떨어졌으면
전쟁났을것 같아요 반중감정 최고인데"
856,"일본 망해간다 = 국뽕 대깨문
중국 망해간다 = 배우신 분"
857,중국은 전 세계 국가에게 몰살하지 말아야 합니다.
858,"러시아나 미국은 로켓을 
발사않해나 잔해가 없어나"
859,중국 공산당은 자신들을 위해 나머지 세계인구 전체를 노예로 부리고도 남을 존재들이지. 현대판 나치.
860,중국에 떨어졌어야했는데
861,코로나에 미세먼지에 우주쓰레기까지... 진짜 가지가지한다...
862,중국 몰살 했으면 좋겠어요^^
863,중국이라는 나라는  책임감이라는 단어 자체가 없어요..
864,"ㅉㄱ가 눈하나 깜짝할까,,,,,자아도취에 취한 공산당들인데,,,,,"
865,"기술이 안되면 올리지마.
우주  쓰레기 양산 ᆢ오염"
866,그냥 궁금해서 그러는데요. 뱅글뱅글이 맞아요? 빙글빙글이 맞아욤?
867,"서울에 떨어진다던 
종양 기자 어디 갔니??????????????????????"
868,착짱죽짱
869,27년을 한사람만 바라보고 사는게 쉽지 않지..다른 이성이랑 만나서 밥먹고 교류하는것도 못하게 하는 커플도 많구..솔직히 빌이랑 멜린다 별로 안어울리는데 그래두 오래 산듯...ㅎㅎㅎ
870,"빌게이츠보다 돈은. 휠씬 적으나, 64세에도 불구하고 나만 바라보는,  울신랑이 낫네.."
871,"한 사람과 60년 사는것 끔찍함
자식과도 60년 못 삼."
872,결혼은  인간에게 맞지않는 제도인듯
873,"단순하네!
정신적 사랑은 옛사랑과 평생 지속~~,
육체적 사랑은 때가 지나면 새 거로 교체!!!"
874,이혼할 라면   좀  조용히 좀 해라  어수선하게 하지말고    않  말릴테니까
875,바람은 같이 피웠다던데
876,"다이애나는 15년 만에 남편과 이혼하고, 위자료 220억 원과 두 아들의 양육권을 얻었습니다 ⟨- 그래서 죽였구나.... 평생 왕실이 하는 일이라곤 씨받이 밖에 없는데, 두 아들 주고 오지...  한국 재벌들은 다 자식들 놓고 이혼하는데."
877,더 많이 한 미국이 책임감을 더 많이 팔요하겠네
878,중궈한테 뭘 바라겠나
879,"저거 인도 인구밀집 지역 같은곳에 떨어졌으면
전쟁났을것 같아요 반중감정 최고인데"
880,"일본 망해간다 = 국뽕 대깨문
중국 망해간다 = 배우신 분"
881,중국은 전 세계 국가에게 몰살하지 말아야 합니다.
882,"러시아나 미국은 로켓을 
발사않해나 잔해가 없어나"
883,중국 공산당은 자신들을 위해 나머지 세계인구 전체를 노예로 부리고도 남을 존재들이지. 현대판 나치.
884,중국에 떨어졌어야했는데
885,코로나에 미세먼지에 우주쓰레기까지... 진짜 가지가지한다...
886,중국 몰살 했으면 좋겠어요^^
887,중국이라는 나라는  책임감이라는 단어 자체가 없어요..
888,"ㅉㄱ가 눈하나 깜짝할까,,,,,자아도취에 취한 공산당들인데,,,,,"
889,"기술이 안되면 올리지마.
우주  쓰레기 양산 ᆢ오염"
890,그냥 궁금해서 그러는데요. 뱅글뱅글이 맞아요? 빙글빙글이 맞아욤?
891,"서울에 떨어진다던 
종양 기자 어디 갔니??????????????????????"
892,착짱죽짱
893,27년을 한사람만 바라보고 사는게 쉽지 않지..다른 이성이랑 만나서 밥먹고 교류하는것도 못하게 하는 커플도 많구..솔직히 빌이랑 멜린다 별로 안어울리는데 그래두 오래 산듯...ㅎㅎㅎ
894,"빌게이츠보다 돈은. 휠씬 적으나, 64세에도 불구하고 나만 바라보는,  울신랑이 낫네.."
895,"한 사람과 60년 사는것 끔찍함
자식과도 60년 못 삼."
896,결혼은  인간에게 맞지않는 제도인듯
897,"단순하네!
정신적 사랑은 옛사랑과 평생 지속~~,
육체적 사랑은 때가 지나면 새 거로 교체!!!"
898,이혼할 라면   좀  조용히 좀 해라  어수선하게 하지말고    않  말릴테니까
899,바람은 같이 피웠다던데
900,"다이애나는 15년 만에 남편과 이혼하고, 위자료 220억 원과 두 아들의 양육권을 얻었습니다 ⟨- 그래서 죽였구나.... 평생 왕실이 하는 일이라곤 씨받이 밖에 없는데, 두 아들 주고 오지...  한국 재벌들은 다 자식들 놓고 이혼하는데."
901,정부 믿고 따르면 곧 집단면역 됩니다!!!!!!!
902,"코로나19  집단명역은 불가능함..
국무총리 질병관리청장이 직접 얘기했음..
토착화될거라고.."
903,정부 믿고 따르면 곧 집단면역 됩니다!!!!!!!
904,"코로나19  집단명역은 불가능함..
국무총리 질병관리청장이 직접 얘기했음..
토착화될거라고.."
905,서울신문 너네들 '여기는 중국'으로 책상머리에서 클릭수 장사질 계속 할 거니?
906,"너무 무모하게 죽었네요
SNS가 뭐라고ㅜㅜ"
907,"영상 찍다가 사고로 죽은 것 처럼 기사 썼는데

결국 자살 소동이었던 건가?"
908,죽고 싶어서  환장했으니 성공한 셈.
909,"ㅎㅎㅎ

까불면 한방에 간다

그렇게가면 개죽음이지

개값도 안나온다"
910,"휴~~
중국뉴스까지 봐야하나?
기레기들아.
우리나라 청년이 한해 산재로 얼마나 죽는지 아니?"
911,자기 좋아해서 하고싶은거 하다 갔으니...원도 없겠군요.
912,중국 기사는 제목 앞에 중국이라고 타이틀 걸고 써라
913,제목 보자마자 중국 떠올랐음
914,착해졌네
915,"기사 맨끝에 유서가 발견되었다는데?
실수가 아니라 아예 처음부터 작정한듯..."
916,착한 중국인이 되었습니다
917,자살한거네
918,"남혐, 여혐, 외국인혐오. 혐오기사 쓰면서 클릭수 유도하는 기자들 하루 빨리 사라지길."
919,걍 농민공 하면 안돼???그걸 어떻데든 중국식 발음으로 불러야돼???그럼 아예 중국어도 기사내든가...
920,"눙민공, 農民工   어디를 봐도 '눙' 발음 할수가 없는데, 정신줄 놓았구나."
921,"진짜 신기한게 외신들은 중국인구 감소 때문에 지연된더다 하는데, 사망 출산을 파악하면 인구 수가 나오는 건데, 그걸 이동하는 이동노동자때문에 인구수를 발표 못 한다라... 

그걸 친절히 설명해 주시는 뉴시스가 있고... 

출산률의 급격한 감소로 인구 조정이 보인다는게 정론인데...   신기합니다."
922,"눙민궁은 뭐냐
중국은 뭐고
한심한 기자일세 ㅉㅉㅉ"
923,"노동자면 그냥 노동자지

농민공은 또 뭐냐.

저 나라는 같이 잘 살자는 공산이면서 도시와 농촌을 대놓고 차별하네."
924,사진에서도 짜장냄새난다 좀 씻으라
925,눙민궁이 뭐야?  농민공이라면  더 쉽게 이해가가는데..   아이구...
926,"진짜 기레기 가지가지헌다
걍 농민공이라 해라"
927,"중국발음도 농민공인네 갑자기 눙민궁은 어디 표현인지..
자신없음 기냥  한자표기로 쓰세요..
농민공(农民工，nongmingong)"
928,"눙민궁ㅋㅋㅋ
인민일보냐?"
929,"눙민궁ㅋㅋ 오타난줄 알았네. 

그냥 농민공이라고 해. 별걸 다 중국 발음으로 쓰느라고 애쓴다. 

춘절은 왜 춘제라고 안써? 

 농민공 감소는 코로나로 인한 사망때문 아닐까? 

한달 월급 17만원 농민공이 코로나가 창궐한 지난 1년동안 갑자기 북경시민이나 상해시민이 될리는 없잖아?"
930,"눙민궁이뭐냐 ㅋ 그냥 농민공이라고 적어라 기자야..
원어로 적고싶으면 농민꽁  이라고 적던가.."
931,이 인간은 중국에서 파견나온거  같다
932,"이눔은 

중국 치질 빠는

간신중 간신이다"
933,"바로 너!

너가 전세계확산에 중국보다 더 큰 공헌을 했어!

초기에 여행해도 된다고 했었지~

너희나라 에볼라 도와달라고 모금하고~~

회원국들에게 너가 삥친거 들켜서 돌려달라는 소송당하고!

뭘 아직도 중국에게 받고있나?

넌~~~역대 가장 신뢰도없는  벼슬아치!"
934,ㅇㅣ생ㅋㅣ는   코로나   시작부터   헛소리   삑삑하더니   ㅇㅏ직도   이러고있네
935,참나..개도 웃겠다.
936,저놈   중 에 뇌물  처   먹었나
937,친중 WHO ..
938,중국산 절대 안맞아~
939,휴 정말 다행
940,"이 SMR원자로는
대형원자로의 위험성을 줄여주고
관리가 간단한 잇점이 있다.

또한 소량의 전력이 필요한 곳에서
독립적으로 발전이 가능하며,
원자로를 규모가 아니라 갯수를 늘려
필요한 전력을 생산할 수 있다.

수소를 생산하는데 사용될 수 있는
원자로로 한국도 이미 개발단계에
있음."
941,문재인이 시민단체 이놈들 말만듣고는 우너자력 발전을 못하게 한것이 이렇게 되어버렸다.나쁜놈...
942,평양에서 5년 동안 시범 운용중인 액체금속원자로가 빨리 상용화 되면 전기 걱정이 많이 줄어 들텐데...
943,"어차피

원자력기술은 폐기대상이 아니라

그린환경을 위해서도 최대한 육성해야하는데...."
944,"수소시대
대한민국 이 선도하자

수소로 깨끗한 대한민국 세계
수소  경제로 강한 대한민국 만들자

선진 경제 강국 군사 강국 문화 강국
대한민국 의 미래다"
945,이넘들은 지네 백신도 가짜로 만들어서 수출할 꺼야
946,어서 일본 입국 금지하자
947,"WHO가 차이나머니에 넘어간 듯.

한심한 것들."
948,이 상황에 AZ가 FDA 승인 안받았다며 불신조장하는 건 아니라고 봄..  자국민 맞는 물량도 없는데 타 국가기관에 승인신청할 이유가 없잖아.. 그냥 순번 오고 몸 상태 괜찮으면 빨리 맞는게 상책.. 그러다 시노팜 맞는다
949,가지고오지마라...제발
950,"거브러여
꺼지셔요
당신이 제일첫빳다로 맞으시고"
951,저놈은 항상 중국편  들어준다
952,100% 문재인 들여온다에 한표
953,중국 이웃나라중에 사이좋은 나라가 없음. 덩치 큰 동네 깡패이미지.
954,"중국은 문화혁명 이전과 이후로  나눠지네요.
小國이라하기엔 땅이 너무 넓고
大國이라 하기엔 속이 좁아 터져
中國이라고  하는듯"
955,중국은 나누는게 답이다
956,전세계를 상대로 민폐만 끼치는 나라
957,공산당들은 툭하면 삐지고 남탓하고 내로남불인데다 자기들만 미워한다는 피해의식에 쩔어있죠. 그런데 공산당 미운건 사실.
958,"호주홧팅
중공독립 만세!"
959,"호주가 진짜 자주외교 하는거지.
중국이 가혹하게 압박했어도 끝끝내 수출 다변화와 동맹협력으로 극복해나가고 있고.
우리나라는 중국의 속국이나 마찬가지임.
웃긴건 보수쪽에서 지금 정권보고 중국의 노예니 뭐니 하지만, 솔직히 이건 보수정권이었던 이명박 박근혜 때도 마찬가지였음. 중국에는 늘 저자세로 일관했고, 솔직히 쪽팔린줄 알아야 함.
한국은 앞으로 중국이라는 거대한 악마를 대응하는 좀 더 결연한 태도가 필요하다고 봄.
경제 망하고 이딴 소리 하지말기 바람. 이완용도 나라 팔아먹을 때 조선 백성들의 안위를 걱정해서 넘겼다고 했음."
960,"장모님,
수천억 사기해 쳐먹고,
수사도 안받으니 얼마나 좋으실까요"
961,중국에 대한  수출입 의존도를 서서히 줄여나가야함
962,중국에  팔지 말고   한국.일본. 독일에  원자재 팔아라 !   중국이 항복하고 구걸 할 때까지 ~~~
963,"호주나 뉴질랜드 시내가보면 거짓말 좀 보태서 자국민보다 중국인이 더 많이 다닌다
중국 큰 손들이 갑자기 빠지면 부동산부분이나 내수경제에선 타격이 꽤 있겠지만 그래도 일단 그들부터 추방해야 호주가 살고 외교적 압박에서도 벗어날 수 있다"
964,"덩치만 큰 동네 양아치

호주에 철광석 수입 금지로 보복 못 해
한국에 반도체 수입 금지로 보복 못 해...

오히려 지들이 빌어야지. 지가 왕인 줄 알아...아 왕서방이긴 하구나."
965,중국은 외교에서 철없는 떼쟁이짓 그만하고 이성적으로 처신하기를
966,중국 통계 믿을 수 있을까?
967,우리나라도  바이오 산업에 혁신적 기업 인큐베이터 설립에  필요한  대형 펀드를  설립해서   새로운 질병치료에   나서는  기업을  수도없이  창업해야합니다
968,"대한민국에도
뛰어난인재들많은데....
언론이관심을갖지않을뿐이다.
언론이언론다워지는날
우리도저런인재들꼭나올것이다"
969,감사합니다 독일에서 imf 왔다면서 박사 못땄다는 장학금도 못받은 석사랑은 차원이 다르네요
970,역시 한 분야의 최고가 되려면 그것에 미쳐야 되는구나..  ㄷㄷ 이분께 노벨상을
971,"정권이 어떻게 그렇게 딱 알맞게 바꼈는지..  
진짜 ""하느님 보우하사""다."
972,멋지다
973,모든게 잘 돌아가고 평화스런 시대엔 잘 모른다  세기적 영웅은 난세에 나타난다
974,"마지막줄에 그말이 생각나네요, 정주영회장 曰 ""해봤어? 안해봤으면, 말을 하지말어!! """
975,훌륭한 분이네요. 차례차례 난치질환들이 정복되길 바랍니다.
976,어쨌든 잘된일 아닌가? 코로나가 빨리 없어졌음 좋겠는데 ..
977,이런분들이 많아야 위중한 질병없는 세상이 다가올텐데
978,"웃기고 앉았네. 스스로 오만한 패권 놀음에 자국민 인권도 없고, 소수민족 탄압을 자행하는 주제에 다자주의는 뭔 개뼉다구 같은 소리야? 남들이 잘못 지적하면 내정간섭이니 19세기 제국열강의 침략을 들먹거리며 이젠 당하고 있지만은 않는 다고 빽빽거리다가 상대적 약소국과 제3 세계에는 갖은 수단과 방법으로 경제적 침탈과 정치적 압력을 일삼는 양아치 ㅅㄲ가 뭐래니? 언행불일치의 완벽한 모델. 이쯤되면 입만 열면 도,의,예를 외쳤던 공자도 의심해봐야 한다. 스스로 말 한 대로 살았던 인물인지."
979,니들은 조선족 아니냐? 무슨 아랍족 아니면 켈트족 아님 만주족? 야 이자식들아. 닌 그럼 파룬꿍 아님 넋빠진 미국숭배족 아님 매국일본족?  우린 다 조선족 한국사람 고려족. 임마 형무솔 교도소라고 부른다고 해서 감옥아니냐? 또 가정부라고 부른다고 식모아니냐?  안내양이라고 부른다고 차장아니냐? 커피숖이라고 부른다고 다방아니냐? 니들 혼넋빠진 간쓸개없는자들. 꼬릴잡고 몸통잡았다고 으시대는 쓰레기같은자들. 니들 없다고 세상이 안돌아갈 것같지. 천만에. 세상이 더 잘돌아간다. 걱정들하지 말고 미국 일본으로 여행가서 그것에서 죽어라.
980,"중국은 그 립시키고,
분열시켜야."
981,중국은 옳은 얘기를 하는 것. 일백번 정당한 얘기. 어째서 미국이 무슨 권리와 자격으로 중국의 내정에 이렇게 조폭식으로 간섭하나?  이렇게 가면 세계는 통제불능의 사회로 걸것. 그렇게 세계를 이끌어간다고 자부하고 지금도 그런다면 그렇게 서부극의 한 건맨처럼 행동하면 안됄터. 우린 이지구 글로벌문제 환경 기후위기 대량살상무기들에대한 해결점을 찾으려면 정말이지 중국과 인도를 싸움줕이는 식으론 정말 안됀다. 미국 니들은 그러면 미래가 없다. 니들하고 중국 인도 아세안하고 타협을 해야한다. 그렇지 않으면 인류는 파멸할거다. 명심해라.
982,삼국시대부터 오랑캐들은 사람취급안했다
983,"타국 영토 ,  문화, 역사도 지들 꺼라 우기고
만물 중국설을 주장하면서도 
원주민 문화와 역사는 말살시키는
중화공산당 중공이 자유무역과
다자주의를 논하는 뻔뻔함 이  놀랍다"
984,중국은 코로나가 생물학 무기를 만들었는데 잘못되어 새나갔다는 것을 밝혀라
985,침략전쟁으로 국제 은행가 먹여 살려주는 딥 스테이트 하수인 양키 박멸만이 지구에 평화가 찾아온다.
986,중국은  은 코로나 감염자 없다고 뼝치고 와 인성 보소
987,南北과 中國이 연합하여 국제깡패 美國놈들 쓸어버리자~!!!
988,중국은 자국민에개 탱크를 사용하는 국가.!
989,미국 자국내 인종차별부터 먼저반성해야하지 않나? 자기내들 하는짓은  인권존중?.... 똥먹는개가 겨먹는개 흉하는꼴!  세계를 이간 분열 전쟁도발 무기경쟁부쳐 먹고사는 나라가 인권선진국? 지나가던 개가 다웃겠다! 수많은 전쟁잃어켜 수많은 무고한 생명을 희생시킨것도 미국식의 인권존중이라야 하나?...
990,중국은 세계에서 없어져야할 국가중 1순위다
991,신장 이 얼마나  자유로운  생활을  하는데  외 가보지도않은 개태들이  개소리  사는거야
992,삼협댐 언제 터질라나
993,중국은 다자주의를 바라는 게 아니라 군림을 바라는 거잖아...
994,대난독립국가다   민주국가다    중국대만침공시   ..베이징에   햇무기을   투하하라     소국을   침범하려은      쓰레기국가    중공   갑질국가이다
995,중국이야말로 미얀마 내정간섭 이나하고 중공 주변국들에게 협박이나하고 정말나쁜 중공놈들이다 뭐 남중국해 자기네 영해라고 너무나 없는 주장이나하는 나쁜나라 중공
996,코로나는 중국꺼 맞다...얼른 배상이나해라....
997,"Taiwan Number one.
Disgusting china"
998,"그 서기관이 주께 말씀드리기를 ""선생님, 옳소이다. 선생님은 진리를 말씀하셨나이다. 하나님은 한 분이시요, 그 분 외에 다른 이는 없나이다. 또 마음을 다하고, 지성을 다하고, 혼을 다하고, 힘을 다하여, 그 분을 사랑하고 또 이웃을 네 자신과 같이 사랑하라는 것은 모든 번제와 희생제보다 더 크니이다.""라고 하니 예수께서 그가 지혜롭게 답변하는 것을 보시고, 그에게 말씀하시기를 ""네가 하나님의 나라에서 멀리 있지 아니하도다.""라고 하시니라. 그 후에는 감히 묻는 자가 없더라. (마가복음 12:34)//하나님의 아들, 오직예수"
999,"다자주의는 공산국가가 할 말이 아니야
일단 진핑이 독재나 어떻게 막고 나서 얘기하자"
1000,"이야.. 중화사상에 쩔은 것들이 다자주의를 입에 담다니..
참 뻔뻔스러운게 중국스럽다."
1001,문재인의 중국 따라가기
1002,"망해가는 미국이냐?
떠오르는 강국 중국이냐?
판단 잘 해야 한다"
1003,22.5톤..?큰일났네...
1004,79%가 대단한거야 ?
1005,중국버전을 따로 만들지 디자인 개망했네 어휴 6세대 중고가 방어 잘되겠다
1006,이건 뉴스가 아니라 블로그감 아니야?
1007,제네시스
1008,갑질의상징차.인격이엄는넘들이타는차
1009,"대한민국 국민 99%가 못사는 차
그러니 99% 국민을 위해 주차나 똑바로 합시다"
1010,"벤츠
차의선두이고
기술성과 안정성
우리도 이제 최고의  차를
생산하는 국가됩시다"
1011,"정은경 코로나 19, 예방접종으로 근절 불가
https://n.news.naver.com/article/001/0012377382

이왕재 교수 ""집단면역? 백신으로 코로나 예방 자체가 불가능""
http://m.upinews.kr/newsView/upi202101150084

""코로나백신 맞고 사망"" 미국서 공식발표만 3천2백명 넘어 부작용 10만건 이상 - 노컷뉴스
https://www.google.com/amp/s/m.nocutnews.co.kr/news/amp/5541777"
1012,"중국 전역에 큰 불이나서 망했으면 좋겠다..
세계에 피해만 주는 나라"
1013,중국은  세상에  이로움을  주는건   머가있을까 ?
1014,"1순위  중국
 2순위  일본
 3순위  북한에  떨어지길  바란다."
1015,중국은 왜 사과하질못해?
1016,저것들은 아직도 시대가 변한걸 모르고 살아가고 있음. 일본이든 중궈든 지들 좋은시절만 생각하고 살아가고 있기 때문이다. 죄값을 반드시 치뤄야 반성하고 앞으로 나갈수 있다.
1017,자기가 싼똥은 자기가치워야지 저게뭐야 진짜 저질조선족중국인만수출하는 극혐민폐국
1018,자기네들이 뭔데 전세계를 이렇게 힘들게 하는지.최대 민폐국인데도 위풍당당..
1019,통제도 못할 거 왜 쏘아올려서 쯧쯧 시진핑 머리 위로 떨어진다면 그제서야 기겁해서 통제하려고 해보겠자
1020,하여간 중국산은 문제가많아 코로나도 중국산
1021,베이징에 떨어지면 용서해줌.
1022,중국은 전세계적인 민폐 ㅆㅇㅈ?
1023,중국땅 넓은데 중국으로 떨어저라
1024,제발 중국은 아무것도하지마라
1025,모든나라가 평화가오면좋겠네요..
1026,"자화자찬 할만한데
괜히 기레기들 심통났나 ㅋㅋ"
1027,"학교 집단감염이 여기저기 터지고
있는데 뇌가 없냐
무능한 대깨 집단 지긋지긋하다
당장 3단계 격상시키고 전원 사퇴해라"
1028,"세금이 아깝다...이넘들아....니들 돈이면 이따위로 쓰겟냐?
공무원놈들아...머리가 아깝다"
1029,"페미니즘 세뇌 교육
안 따르면 왕따 시켜라
걸리면 usb 폐기해라

이것도 자화자찬 해보시지?"
1030,솔직히 우리나라 코로나 원흉은 외국인 입국금지 안시킨 이정부다 근데 우리 국민만 때려 잡는다
1031,"맞는걸 자화자찬?
니들은 폐간이 정답이다."
1032,"언론개혁 시급하다  

부산 여성 가슴  성추행 ▓국민의힘 김대군

미성년자  강간 의혹 █국민의힘 태영호

50대여성 성추행█국민의힘 서장원

여직원  성추행█국민의힘 박계동

여성 성접대 사건 ▓국민의힘 정인봉

동생부인 성폭행▓국민의힘 김형태

20대 여성 성추행█국민의힘 박희태

여성 가슴더듬 성추행█국민의힘 최연희

여직원 엉덩이 더듬 █국민의힘 윤창중

여기자 허벅지 주물 성추행█국민의힘 김무성

여학생 강간미수 ▓국민의힘 정석래

대구여성  강제 성폭행 ▓국민의힘 심학봉"
1033,에휴 어떡하냐
1034,제발중국은아무것도허지마
1035,제발 지구에 피해없이 미국의 호들갑으로 마무리 되길...
1036,에휴 어떡하냐
1037,제발중국은아무것도허지마
1038,제발 지구에 피해없이 미국의 호들갑으로 마무리 되길...
1039,WHO가 미x구나.인증도 안되고 부작용도 모르는 물백신을 사용승인하다니 지구 망하게할거냐.아무리 짱x가 돈을 많이지원해도  이건아니지..서계인들 죽일려고하냐?저것들도 해체가 답인거같다.짱x  개x릇이나하고있으니....머지않앗다.짱x때문에 지구가 망하는날이..
1040,대깨들 줄서서 맞을듯 애국지사들아니냐 대깨들 애국하자
1041,다같이  죽자는건지?
1042,"다른 나라들 다 인도, 파키스탄, 방글라데시에서 아무도 못 들어오게 하는데...

우리나라는 입국 금지 아직도 안 했나요~?

왜죠~?

지금 그 지역에서 한국에 꼭 와야할 사람들이 있나요~?

한국 국적 외에는 전부 입국 금지시키세요

경유하는 사람들도 다 금지

현정부 또 죽어라하고 말 안 들을 건가요~?

일본에서 오는 한국인 제외한 모든 입국자들도 전면 입국 금지시키세요

제발 말 쫌 들으세요"
1043,전에도 실효성떨어진다고 해외입국자들  그냥오게 놔뒀다가     바이러스 다퍼트리게 해놓고는  또 같은실수를 저지르려하는구나. 변형밪이러스는  백신도 소용없다는데  최소  인도인들과 그주변국가 입국자들이라도  입국금지시켜라.
1044,실효성이 낮아도 국민안심을위해 입국제한좀 철저히좀해봐라 돈들어가는것도아니고..
1045,"장모야
짜장아
나베야"
1046,"이수복의 봄비

비 그치면
내 마음 강가 긴 언덕에
서러운 풀빛이 짙어 오것다.

푸르른 보리밭길
맑은 하늘에
종달새만 무어라고 지껄이것다.

이 비 그치면
시새워 벙글어질 고운 꽃밭 속
처녀애들 짝하여 새로이 서고
~ ~~
땅에선 또 아지랑이 타오르것다."
1047,항상 기상이 어떻든 감사하며 삽시다. 우리는 물한방울도 만들수 없다
1048,봄비는  많이   내릴수록 좋은거에요 ᆢ올  한해  풍년도 기원하고  코로나도   씻겨내리길 바랍니다
1049,5월인데 뭐이리 춥냐
1050,봄비는 약비~~
1051,"비오고 영락없이 밀려오는 미먼과 황사
진짜 우리나라는 양옆이 재앙이다"
1052,"무슨 비가 이렇게 많이 오냐 
기상이변이네"
1053,비와함께 모든 아픔 고통  싹 가져갔음 좋겠네요 덤으로 코로나도 쫌 가져가주길 그자리엔  희망이란 씨앗이 떨어져주길 고대해봅니다!!
1054,지금 세차하고 왔는뎅~ㅠ
1055,"안좋은건 전부다 중국이네
비 태풍 전염병 황사 등등등
중국서 오는 비구름이면 코로나 황사 비 몰고 오겠네
전부 우산과 마스크로 방어해라"
1056,먼지 좀 씻어가게 좀 많이 와라....
1057,"오려면 시원하게 오던가
딱 세차만하면 개판될만큼만 오네"
1058,"얼마나 유능하시고 인성도 좋으신지 잘 압니다. 
온갖 정치세력들의 마타도어 묵묵히 견디시고 이런 성과들 내주시는 거 다 홍남기 부총리님 덕분이죠. 
문대통령이 지속적으로 기용하고 힘실어주시는 거 다 이유가 있죠. 응원합니다."
1059,"박근혜랑 이명박 때는 국가경제에서 민생이 소외되고 있다고 그렇게 물어뜯더니

ㅋㅋㅋ이명박근혜가 하던 짓 그대로 하고 있네

점점 바닥으로 처박는 출생율과 하늘까지 자라는 집값ㅋㅋㅋ"
1060,이런분이 총리 되어야 하는데 현실은 김부겸 ㅜ
